nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
565147,9/29/2021 9:16:00,16929,United Kingdom,80,110.84,,,,,
565149,2/8/2021 14:00,13437,United Kingdom,131,362.52,,,,,
565150,4/3/2021 12:06,14466,United Kingdom,108,332.4,,,,,
565151,8/11/2021 15:13,13090,United Kingdom,495,1833.69,,,,,
565152,10/14/2021 13:41:00,14397,United Kingdom,98,179.86,,,,,
565153,11/18/2021 10:46:00,13456,United Kingdom,55,200.45,,,,,
565154,10/21/2021 13:24:00,17800,United Kingdom,106,155.11,,,,,
565156,7/14/2021 16:35:00,15839,United Kingdom,234,299.18,,,,,
565157,1/12/2021 13:27,14051,United Kingdom,246,759.3,,,,,
565158,5/13/2021 12:12:00,17139,United Kingdom,369,850.72,,,,,
565181,5/27/2021 10:16:00,14828,United Kingdom,508,1063.84,,,,,
565186,11/17/2021 17:53:00,14234,United Kingdom,126,113.64,,,,,
565197,11/24/2021 14:40:00,18130,United Kingdom,180,289.62,,,,,
565198,3/29/2021 9:59:00,,Ireland,334,523.15,,,,,
565199,4/20/2021 11:06:00,15159,United Kingdom,370,850.7,,,,,
565200,10/24/2021 10:27:00,14493,United Kingdom,172,399.5,,,,,
565201,1/14/2021 14:47:00,14099,United Kingdom,146,234.62,,,,,
565202,4/10/2021 15:02,12695,France,34,163.1,,,,,
565204,5/10/2021 9:57,12700,France,890,1476.19,,,,,
565205,7/26/2021 12:04:00,12584,Italy,22,147.1,,,,,
565207,4/12/2021 11:50,16561,United Kingdom,86,246.16,,,,,
565208,11/29/2021 12:45:00,16168,United Kingdom,36,64.56,,,,,
565209,11/2/2021 11:55,15796,United Kingdom,-1,-2.95,,,,,
565210,3/22/2021 15:31:00,15457,United Kingdom,132,237.07,,,,,
565211,7/3/2021 8:30,16638,United Kingdom,23,215.55,,,,,
565212,2/12/2020 15:08,15823,United Kingdom,1,15,,,,,
565213,2/9/2021 17:53,16187,United Kingdom,-36,-30.6,,,,,
565214,9/26/2021 14:02:00,15492,United Kingdom,327,487.74,,,,,
565216,8/6/2021 15:22,,United Kingdom,93,713.83,,,,,
565217,4/10/2021 13:15,12457,Cyprus,-33,-196.35,,,,,
565218,6/12/2021 8:52,17728,United Kingdom,321,587.85,,,,,
565220,8/25/2021 9:53:00,17705,United Kingdom,134,308.2,,,,,
565221,10/6/2021 14:28,16358,United Kingdom,-1,-2.55,,,,,
565222,7/8/2021 15:40,12748,United Kingdom,48,46.56,,,,,
565223,6/21/2021 13:24:00,15498,United Kingdom,310,648.6,,,,,
565224,11/10/2021 14:17,16120,United Kingdom,72,219.6,,,,,
565225,4/8/2021 12:14,16187,United Kingdom,382,422.82,,,,,
565226,3/31/2021 13:13:00,12909,United Kingdom,431,624.8,,,,,
565230,5/7/2021 14:54,17389,United Kingdom,-1,-10.95,,,,,
565231,2/11/2021 14:52,17735,United Kingdom,343,562.71,,,,,
565232,2/11/2021 12:05,12415,Australia,-120,-174,,,,,
565233,12/13/2020 11:23:00,13999,United Kingdom,265,302.1,,,,,
565234,5/12/2020 13:26,16411,United Kingdom,70,131.5,,,,,
565235,6/5/2021 16:54,14056,United Kingdom,172,367.52,,,,,
565236,9/13/2021 11:47:00,16353,United Kingdom,48,237.6,,,,,
565238,7/12/2020 12:18,17491,United Kingdom,268,327.4,,,,,
565239,10/24/2021 12:44:00,,United Kingdom,-2,-204.31,,,,,
565240,7/12/2021 15:23,14032,United Kingdom,88,183.12,,,,,
565241,3/16/2021 9:38:00,12868,United Kingdom,147,248.27,,,,,
565242,12/16/2020 8:10:00,13408,United Kingdom,330,379.68,,,,,
565243,5/12/2021 10:15,17402,United Kingdom,88,286.8,,,,,
565244,11/5/2021 17:13,13235,United Kingdom,441,1031.07,,,,,
565245,7/28/2021 9:48:00,15116,United Kingdom,108,311.32,,,,,
565246,7/12/2021 17:05,17097,Spain,92,144.15,,,,,
565247,8/30/2021 12:11:00,12814,Poland,49,125.92,,,,,
565248,7/1/2021 9:31,16567,United Kingdom,476,557.56,,,,,
565249,11/5/2021 15:07,12731,France,734,1381.3,,,,,
565250,1/12/2021 8:33,15687,United Kingdom,137,251.59,,,,,
565251,6/1/2021 15:29,18041,United Kingdom,366,377.7,,,,,
565261,9/16/2021 16:25:00,14056,United Kingdom,121,258.01,,,,,
565275,9/27/2021 17:47:00,17609,United Kingdom,86,213.35,,,,,
565285,2/24/2021 17:18:00,13851,United Kingdom,150,246.32,,,,,
565286,1/25/2021 11:59:00,15601,United Kingdom,740,461.64,,,,,
565287,8/23/2021 13:59:00,17696,United Kingdom,322,275.82,,,,,
565288,10/17/2021 14:29:00,14830,United Kingdom,169,197.13,,,,,
565289,2/9/2021 11:53,18102,United Kingdom,1680,4913.52,,,,,
565291,8/25/2021 10:55:00,18241,United Kingdom,30,86.1,,,,,
565292,2/28/2021 16:39:00,17165,United Kingdom,100,158.68,,,,,
565293,9/10/2021 15:01,16332,United Kingdom,49,129.93,,,,,
565295,1/9/2021 12:34,15189,United Kingdom,93,319.95,,,,,
565296,8/11/2021 15:37,13643,United Kingdom,147,260.04,,,,,
565297,11/16/2021 13:54:00,13815,Germany,499,946.41,,,,,
565302,2/11/2021 11:23,16790,United Kingdom,321,664.21,,,,,
565303,3/3/2021 16:34,17700,United Kingdom,319,602.61,,,,,
565304,3/24/2021 9:50:00,13636,United Kingdom,85,137.35,,,,,
565306,6/7/2021 14:59,14002,United Kingdom,59,224.79,,,,,
565307,1/30/2021 14:05:00,13148,United Kingdom,240,351.56,,,,,
565308,11/29/2021 16:32:00,15297,United Kingdom,120,261.68,,,,,
565309,8/17/2021 13:31:00,17706,United Kingdom,155,301.5,,,,,
565310,7/21/2021 18:36:00,15370,United Kingdom,149,385.52,,,,,
565311,8/7/2021 13:53,,United Kingdom,86,569.11,,,,,
565312,10/18/2021 13:19:00,13991,United Kingdom,300,199.96,,,,,
565314,9/22/2021 12:11:00,18102,United Kingdom,768,3877.56,,,,,
565315,10/11/2021 15:57,15694,United Kingdom,162,600.18,,,,,
565316,1/12/2020 12:27,16210,United Kingdom,1070,2474.74,,,,,
565317,1/26/2021 8:38:00,14548,United Kingdom,128,326.4,,,,,
565318,5/10/2021 14:56,13709,United Kingdom,24,82.8,,,,,
565319,3/29/2021 14:17:00,13662,United Kingdom,-1,-3.75,,,,,
565320,10/19/2021 10:33:00,12500,Germany,1,3,,,,,
565322,7/29/2021 9:57:00,16147,United Kingdom,246,375,,,,,
565324,4/8/2021 14:03,17811,United Kingdom,-1,-3.75,,,,,
565325,6/9/2021 11:58,13158,United Kingdom,265,332.89,,,,,
565326,10/20/2021 10:41:00,17238,United Kingdom,165,286.28,,,,,
565327,3/28/2021 14:07:00,12474,Germany,157,257.2,,,,,
565328,3/31/2021 9:38:00,16398,United Kingdom,503,1169.95,,,,,
565329,5/12/2020 10:48,15351,United Kingdom,-7,-13.39,,,,,
565330,8/24/2021 9:25:00,16302,United Kingdom,-24,-20.4,,,,,
565331,2/15/2021 14:08:00,16431,United Kingdom,61,74.34,,,,,
565332,12/20/2020 13:08:00,14298,United Kingdom,1362,962.24,,,,,
565333,7/10/2021 8:12,12540,Spain,227,422.8,,,,,
565338,8/3/2021 15:43,,United Kingdom,422,1572.65,,,,,
565346,9/14/2021 9:36:00,17315,United Kingdom,199,302.25,,,,,
565350,3/11/2021 11:26,12415,Australia,408,375.24,,,,,
565366,11/11/2021 15:54,13091,United Kingdom,466,345.82,,,,,
565368,9/3/2021 11:48,16525,United Kingdom,306,660.34,,,,,
565369,1/4/2021 13:21,18179,United Kingdom,100,210,,,,,
565370,1/31/2021 13:17:00,15144,United Kingdom,264,378.32,,,,,
565371,1/6/2021 16:23,17723,United Kingdom,100,415,,,,,
565372,9/23/2021 8:21:00,14769,United Kingdom,-27,-23,,,,,
565376,10/10/2021 13:54,15128,United Kingdom,336,300.76,,,,,
565377,1/6/2021 16:17,18257,United Kingdom,-6,-13.2,,,,,
565378,1/31/2021 8:56:00,13089,United Kingdom,204,343.55,,,,,
565380,11/1/2021 8:45,13473,United Kingdom,198,241.26,,,,,
565381,10/20/2021 9:40:00,16260,United Kingdom,311,1035.45,,,,,
565383,8/19/2021 13:54:00,13871,United Kingdom,151,430.35,,,,,
565384,7/18/2021 17:10:00,14776,United Kingdom,202,201.96,,,,,
565385,5/18/2021 15:26:00,16843,United Kingdom,469,1026.27,,,,,
565386,12/4/2021 11:34,16843,United Kingdom,344,394.56,,,,,
565387,7/12/2021 16:56,17449,United Kingdom,147,425.69,,,,,
565388,4/12/2021 10:46,16283,United Kingdom,-12,-35.4,,,,,
565396,8/22/2021 10:39:00,12471,Germany,391,1127.02,,,,,
565397,1/18/2021 8:44:00,18233,United Kingdom,4,440,,,,,
565398,9/14/2021 9:13:00,17640,United Kingdom,250,621.66,,,,,
565399,12/12/2020 11:23,15224,United Kingdom,-2,-11.6,,,,,
565400,10/16/2021 16:25:00,16987,United Kingdom,1,12.75,,,,,
565401,1/21/2021 17:06:00,13769,United Kingdom,-3,-3.8,,,,,
565404,3/30/2021 14:08:00,16558,United Kingdom,171,174.31,,,,,
565405,12/16/2020 14:19:00,17188,United Kingdom,-10,-109.5,,,,,
565406,10/20/2021 12:07:00,17365,United Kingdom,709,877.71,,,,,
565408,4/20/2021 13:18:00,14626,United Kingdom,432,586.9,,,,,
565409,3/3/2021 10:55,16709,United Kingdom,363,1120.53,,,,,
565410,10/14/2021 10:38:00,14089,United Kingdom,134,161,,,,,
565411,3/27/2021 16:01:00,15939,United Kingdom,170,131.3,,,,,
565412,7/21/2021 9:30:00,,United Kingdom,52,332.89,,,,,
565413,9/5/2021 14:44,13178,United Kingdom,316,719.8,,,,,
565414,2/17/2021 14:11:00,16525,United Kingdom,130,347.1,,,,,
565415,10/12/2020 14:32,13448,United Kingdom,-12,-25.2,,,,,
565416,7/12/2020 15:59,,United Kingdom,46,135.05,,,,,
565417,1/24/2021 10:01:00,15497,United Kingdom,528,970.6,,,,,
565418,7/2/2021 13:50,16033,United Kingdom,115,208.76,,,,,
565419,5/22/2021 14:35:00,13468,United Kingdom,32,111.4,,,,,
565420,12/22/2020 12:47:00,12734,France,88,110.4,,,,,
565421,1/6/2021 12:19,16818,United Kingdom,253,421.73,,,,,
565423,6/10/2021 10:57,15769,United Kingdom,-1600,-2924,,,,,
565424,4/7/2021 13:36,17841,United Kingdom,195,360.82,,,,,
565426,11/23/2021 11:06:00,14646,Netherlands,1284,1835.96,,,,,
565429,6/4/2021 17:25,17906,United Kingdom,26,72.9,,,,,
565430,7/27/2021 11:58:00,15095,United Kingdom,212,267.32,,,,,
565431,7/11/2021 13:22,13014,United Kingdom,8,76.5,,,,,
565432,9/12/2020 12:59,14479,United Kingdom,58,174.4,,,,,
565433,1/27/2021 9:35:00,13050,United Kingdom,-1,-4.25,,,,,
565434,8/9/2021 13:57,15400,United Kingdom,50,105,,,,,
565435,1/12/2021 12:53,12748,United Kingdom,99,139.03,,,,,
565436,10/17/2021 11:09:00,12783,Portugal,-1,-339.02,,,,,
565438,12/5/2021 9:59,18245,United Kingdom,330,340.34,,,,,
565439,6/12/2021 16:41,18154,United Kingdom,102,178.7,,,,,
565441,5/17/2021 10:57:00,16316,United Kingdom,462,680.14,,,,,
565442,7/18/2021 9:49:00,13821,United Kingdom,43,115.49,,,,,
565443,4/20/2021 13:36:00,17511,United Kingdom,858,1466.14,,,,,
565444,11/20/2021 13:16:00,16710,United Kingdom,158,360.05,,,,,
565445,8/9/2021 19:58,14562,United Kingdom,94,354.53,,,,,
565446,12/1/2021 14:10,12383,Belgium,590,651.16,,,,,
565447,1/4/2021 8:22,18161,United Kingdom,109,244.79,,,,,
565448,3/20/2021 10:17:00,15465,United Kingdom,42,405,,,,,
565449,3/25/2021 13:37:00,12528,Germany,-2,-6.2,,,,,
565450,9/13/2021 16:33:00,15194,United Kingdom,229,305.37,,,,,
565451,3/23/2021 13:42:00,15606,United Kingdom,104,310.8,,,,,
565452,1/31/2021 12:10:00,18145,United Kingdom,567,609.01,,,,,
565453,6/26/2021 12:08:00,14475,United Kingdom,-10,-99.5,,,,,
565454,9/6/2021 19:52,12980,United Kingdom,-3,-73.29,,,,,
565455,9/15/2021 15:27:00,18102,United Kingdom,1250,5725,,,,,
565456,8/11/2021 9:52,18223,United Kingdom,-11,-37.57,,,,,
565457,10/10/2021 11:32,,United Kingdom,2,2.5,,,,,
565458,3/21/2021 13:38:00,17841,United Kingdom,124,248.2,,,,,
565459,5/8/2021 16:10,17092,United Kingdom,282,498.17,,,,,
565460,11/17/2021 16:35:00,15136,United Kingdom,238,446.9,,,,,
565461,11/10/2021 11:01,16029,United Kingdom,-1164,-2076,,,,,
565462,10/18/2021 12:01:00,17203,United Kingdom,1201,1283.27,,,,,
565463,1/31/2021 11:22:00,16839,United Kingdom,-4,-43.8,,,,,
565464,6/21/2021 17:13:00,17139,United Kingdom,-2,-13.6,,,,,
565466,1/4/2021 10:22,12616,France,-1,-7.95,,,,,
565467,4/8/2021 16:17,18172,United Kingdom,476,1019.44,,,,,
565468,7/6/2021 16:42,15449,United Kingdom,268,301.78,,,,,
565469,1/27/2021 12:06:00,12826,United Kingdom,267,329.38,,,,,
565470,10/19/2021 13:49:00,15468,United Kingdom,2,19.9,,,,,
565472,9/14/2021 13:42:00,17716,United Kingdom,183,378.45,,,,,
565473,11/30/2021 17:32:00,14194,United Kingdom,-5,-19.15,,,,,
565474,6/11/2021 15:53,14868,United Kingdom,259,558.59,,,,,
565476,6/16/2021 11:38:00,16729,United Kingdom,92,112.88,,,,,
565478,1/13/2021 14:50:00,18092,United Kingdom,384,259.2,,,,,
565479,2/12/2020 15:03,13138,United Kingdom,125,193.23,,,,,
565480,4/12/2021 11:24,13558,United Kingdom,69,122.68,,,,,
565481,11/14/2021 13:02:00,12490,France,322,411.72,,,,,
565488,7/21/2021 17:30:00,12722,France,-3,-46.65,,,,,
565491,10/13/2021 12:50:00,12446,RSA,352,1002.31,,,,,
565492,4/4/2021 12:37,13294,United Kingdom,317,483.65,,,,,
565513,1/2/2021 14:24,14180,United Kingdom,16,134.1,,,,,
565515,12/12/2020 11:46,17211,United Kingdom,196,324.22,,,,,
565519,7/2/2021 11:20,17613,United Kingdom,332,586.8,,,,,
565541,9/20/2021 14:33:00,13356,United Kingdom,325,768.24,,,,,
565542,9/21/2021 12:46:00,16016,United Kingdom,44,108.92,,,,,
565543,3/8/2021 12:33,15290,United Kingdom,218,526.22,,,,,
565544,12/10/2021 12:08,12444,Norway,85,879.01,,,,,
565545,9/3/2021 9:50,12924,United Kingdom,76,229.8,,,,,
565556,6/5/2021 12:44,17800,United Kingdom,55,115.15,,,,,
565563,6/1/2021 17:57,12417,Belgium,-5,-31.95,,,,,
565565,6/10/2021 19:52,16245,United Kingdom,-3,-52.45,,,,,
565569,6/10/2021 19:54,18194,United Kingdom,-184,-77.84,,,,,
565579,9/27/2021 16:28:00,16354,United Kingdom,144,366.1,,,,,
565580,7/4/2021 13:05,13089,United Kingdom,112,312,,,,,
565583,1/13/2021 15:01:00,13199,United Kingdom,72,76.32,,,,,
565584,11/11/2021 12:44,15034,United Kingdom,595,813.75,,,,,
565585,9/3/2021 9:11,13267,United Kingdom,90,201.5,,,,,
565586,6/10/2021 20:33,15606,United Kingdom,-160,-477.72,,,,,
565587,9/13/2021 17:28:00,16029,United Kingdom,-1,-102.24,,,,,
565588,3/10/2021 14:34,18102,United Kingdom,1764,7298.76,,,,,
565589,2/11/2021 11:54,12830,United Kingdom,1152,400.32,,,,,
565590,6/28/2021 11:44:00,15065,United Kingdom,460,1452.35,,,,,
565591,5/7/2021 10:21,17469,United Kingdom,189,440.71,,,,,
565592,9/13/2021 13:49:00,13384,United Kingdom,538,1024.08,,,,,
565593,11/18/2021 10:41:00,16511,United Kingdom,142,367.56,,,,,
565594,8/4/2021 12:56,16996,United Kingdom,102,330.94,,,,,
565595,6/1/2021 17:10,13280,United Kingdom,109,307.35,,,,,
565598,6/11/2021 15:08,14824,United Kingdom,24,55.5,,,,,
565610,7/29/2021 8:30:00,13148,United Kingdom,3,14.85,,,,,
565611,11/29/2021 12:07:00,12627,Germany,309,566.98,,,,,
565612,4/18/2021 14:12:00,17204,United Kingdom,-2,-13.5,,,,,
565613,4/13/2021 16:43:00,14367,United Kingdom,221,431.65,,,,,
565614,10/18/2021 13:33:00,12679,France,-1,-1.06,,,,,
565616,7/12/2020 11:47,13319,United Kingdom,-5,-28.15,,,,,
565617,3/8/2021 9:30,18178,United Kingdom,287,490.87,,,,,
565618,5/22/2021 10:39:00,18287,United Kingdom,488,765.28,,,,,
565631,7/31/2021 10:47:00,15569,United Kingdom,96,244.8,,,,,
565643,12/10/2021 11:45,13985,United Kingdom,276,626.92,,,,,
565649,2/6/2021 12:04,14389,United Kingdom,189,311.14,,,,,
565664,9/8/2021 14:23,13709,United Kingdom,-5,-26.54,,,,,
565665,1/12/2020 12:58,14001,United Kingdom,94,301.24,,,,,
565667,1/30/2021 11:11:00,16923,United Kingdom,139,310.61,,,,,
565668,12/16/2020 12:15:00,16743,United Kingdom,338,430.28,,,,,
565669,5/26/2021 10:15:00,14101,United Kingdom,476,1090.76,,,,,
565670,6/16/2021 15:10:00,17463,United Kingdom,199,301.88,,,,,
565674,7/22/2021 13:35:00,15704,United Kingdom,20,38.16,,,,,
565675,1/12/2021 15:42,14440,United Kingdom,117,617.25,,,,,
565676,10/11/2021 18:46,13098,United Kingdom,1103,1955.68,,,,,
565677,11/16/2021 16:19:00,18263,United Kingdom,-1,-2.08,,,,,
565678,6/23/2021 10:27:00,17651,United Kingdom,192,344.1,,,,,
565679,11/16/2021 17:03:00,14911,Ireland,148,350.62,,,,,
565680,11/23/2021 13:01:00,13263,United Kingdom,261,338.63,,,,,
565682,2/22/2021 12:51:00,13694,United Kingdom,1740,1972.7,,,,,
565684,7/10/2021 14:27,17509,United Kingdom,510,914.64,,,,,
565685,12/16/2020 13:33:00,17288,United Kingdom,156,133.56,,,,,
565723,12/4/2021 16:30,13484,United Kingdom,44,313.8,,,,,
565725,6/16/2021 11:48:00,14289,United Kingdom,38,129.3,,,,,
565726,11/13/2021 11:30:00,17790,United Kingdom,112,273.51,,,,,
565727,11/14/2021 15:27:00,14096,United Kingdom,-1,-1038.75,,,,,
565728,11/18/2021 16:50:00,14156,Ireland,-10,-6.4,,,,,
565729,11/3/2021 9:23,17949,United Kingdom,480,345.6,,,,,
565731,8/6/2021 16:06,15643,United Kingdom,-1,-4.15,,,,,
565732,3/25/2021 11:41:00,13097,United Kingdom,323,878.02,,,,,
565733,11/10/2021 11:34,18075,United Kingdom,279,300.02,,,,,
565734,8/5/2021 10:20,14201,United Kingdom,74,187.98,,,,,
565735,9/9/2021 10:11,12621,Germany,-17,-55.85,,,,,
565736,9/29/2021 15:04:00,14696,United Kingdom,353,319.87,,,,,
565737,12/14/2020 10:02:00,13050,United Kingdom,-1,-8.5,,,,,
565738,8/12/2021 15:49,,United Kingdom,14,17.9,,,,,
565740,12/13/2020 15:57:00,,United Kingdom,7,12.85,,,,,
565741,9/11/2021 14:31,15485,United Kingdom,703,1296.37,,,,,
565747,6/20/2021 12:24:00,17857,United Kingdom,200,750,,,,,
565748,11/1/2021 10:38,17428,United Kingdom,624,670.8,,,,,
565749,6/21/2021 9:18:00,12748,United Kingdom,16,38.08,,,,,
565750,2/12/2020 9:44,17850,United Kingdom,82,206.76,,,,,
565751,9/28/2021 13:30:00,12708,Germany,165,367.37,,,,,
565753,5/17/2021 11:28:00,18102,United Kingdom,330,2462.26,,,,,
565754,6/16/2021 14:46:00,16843,United Kingdom,2014,1830.72,,,,,
565755,6/15/2021 12:24:00,13343,United Kingdom,135,353.43,,,,,
565756,7/3/2021 12:54,13884,United Kingdom,-3,-6.3,,,,,
565757,6/3/2021 12:52,14161,United Kingdom,140,263.04,,,,,
565758,10/20/2021 13:07:00,15159,United Kingdom,1642,3091.98,,,,,
565759,6/9/2021 14:29,14040,United Kingdom,142,262.4,,,,,
565760,8/6/2021 13:00,15609,United Kingdom,148,298.48,,,,,
565763,11/4/2021 10:18,18008,United Kingdom,130,162.5,,,,,
565764,2/11/2021 15:33,16365,United Kingdom,116,281.21,,,,,
565765,12/9/2021 17:58,15764,United Kingdom,2,3.35,,,,,
565766,8/12/2020 8:43,14821,United Kingdom,20,48.8,,,,,
565767,11/18/2021 9:55:00,15502,United Kingdom,-35,-29.75,,,,,
565768,2/9/2021 15:20,14463,United Kingdom,52,220.2,,,,,
565769,2/21/2021 10:41:00,16656,United Kingdom,616,659.28,,,,,
565776,6/7/2021 11:59,17315,United Kingdom,99,215.25,,,,,
565777,2/12/2021 11:45,14126,United Kingdom,50,62.5,,,,,
565778,4/10/2021 17:31,18053,United Kingdom,-1,-2.95,,,,,
565780,11/22/2021 12:55:00,17360,United Kingdom,113,111.91,,,,,
565782,7/26/2021 17:27:00,16750,United Kingdom,75,199.04,,,,,
565783,9/12/2020 15:01,14047,United Kingdom,-2,-9.3,,,,,
565784,10/5/2021 11:49,17581,United Kingdom,9,44.55,,,,,
565785,5/19/2021 19:02:00,18168,United Kingdom,85,191.67,,,,,
565788,12/16/2020 9:22:00,13317,United Kingdom,78,205.8,,,,,
565790,7/12/2021 12:49,18237,United Kingdom,85,125.75,,,,,
565791,9/28/2021 14:04:00,12619,Germany,-2,-2.5,,,,,
565792,9/16/2021 13:53:00,17238,United Kingdom,142,264.31,,,,,
565793,8/17/2021 14:44:00,13004,United Kingdom,231,328.07,,,,,
565794,9/22/2021 12:06:00,14299,United Kingdom,260,406.35,,,,,
565795,8/12/2020 9:53,,United Kingdom,12,5.04,,,,,
565797,5/20/2021 8:41:00,17416,United Kingdom,510,1005.7,,,,,
565800,7/10/2021 12:44,13276,United Kingdom,141,453.55,,,,,
565801,7/3/2021 15:52,15827,United Kingdom,-2,-7.9,,,,,
565802,11/22/2021 13:40:00,15498,United Kingdom,254,662.66,,,,,
565803,10/30/2021 11:49:00,13278,United Kingdom,537,542.73,,,,,
565805,6/12/2021 12:50,13881,United Kingdom,336,569.12,,,,,
565806,12/13/2020 16:46:00,,United Kingdom,33,67.72,,,,,
565807,9/23/2021 10:02:00,18041,United Kingdom,199,134.17,,,,,
565808,12/10/2021 11:55,13575,United Kingdom,115,147.41,,,,,
565835,7/28/2021 19:46:00,14315,United Kingdom,210,367.4,,,,,
565836,2/10/2021 11:30,16626,United Kingdom,302,189.9,,,,,
565838,7/12/2021 12:45,16271,United Kingdom,1,15,,,,,
565839,1/6/2021 16:29,16496,United Kingdom,-20,-37.3,,,,,
565841,12/16/2020 10:35:00,16029,United Kingdom,4800,6930,,,,,
565842,5/10/2021 13:29,17841,United Kingdom,-4,-5.64,,,,,
565844,8/31/2021 10:55:00,15596,United Kingdom,2,16.9,,,,,
565845,8/4/2021 7:49,18061,United Kingdom,66,213.8,,,,,
565846,11/9/2021 13:40,16523,United Kingdom,390,848.98,,,,,
565847,3/30/2021 12:12:00,16059,United Kingdom,144,384.45,,,,,
565849,10/24/2021 11:03:00,,United Kingdom,-1,-33.05,,,,,
565850,3/14/2021 9:46:00,16807,United Kingdom,311,371.23,,,,,
565851,1/21/2021 15:56:00,17799,United Kingdom,301,491.94,,,,,
565852,9/9/2021 17:52,,United Kingdom,4,18.99,,,,,
565853,9/21/2021 14:07:00,15290,United Kingdom,532,1067.28,,,,,
565856,7/25/2021 17:00:00,,United Kingdom,379,1412.75,,,,,
565857,9/29/2021 12:16:00,14524,United Kingdom,28,191.11,,,,,
565858,4/3/2021 12:37,16333,United Kingdom,3528,1920.48,,,,,
565860,4/20/2021 12:26:00,14527,United Kingdom,25,103.15,,,,,
565861,7/12/2020 13:20,15024,United Kingdom,235,444.42,,,,,
565862,8/11/2021 10:09,17886,United Kingdom,256,503.35,,,,,
565863,9/12/2020 15:18,16781,United Kingdom,-2,-16.6,,,,,
565865,6/12/2020 13:34,13468,United Kingdom,84,222.18,,,,,
565870,9/11/2021 11:41,17511,United Kingdom,-1400,-2506,,,,,
565877,12/8/2021 9:57,12381,Norway,568,1268.74,,,,,
565901,9/6/2021 16:16,16113,United Kingdom,176,161.38,,,,,
565914,9/23/2021 12:38:00,15901,United Kingdom,119,122.86,,,,,
565915,5/24/2021 11:31:00,15719,United Kingdom,273,491.72,,,,,
565917,7/20/2021 10:35:00,16271,United Kingdom,-1,-5.95,,,,,
565918,8/18/2021 12:53:00,13668,United Kingdom,345,431.11,,,,,
565919,4/27/2021 11:40:00,13113,United Kingdom,91,443.25,,,,,
565921,8/11/2021 12:45,12583,France,461,774.45,,,,,
565922,5/24/2021 17:34:00,16923,United Kingdom,40,50,,,,,
565923,11/8/2021 13:25,18077,United Kingdom,178,255.74,,,,,
565924,3/11/2021 13:30,15252,United Kingdom,423,440.23,,,,,
565926,9/28/2021 12:20:00,14911,Ireland,549,1297.85,,,,,
565927,7/8/2021 12:21,13782,United Kingdom,30,126.63,,,,,
565928,9/26/2021 13:57:00,14667,United Kingdom,564,1069.29,,,,,
565929,8/19/2021 12:50:00,14401,United Kingdom,508,326.44,,,,,
565930,5/25/2021 16:09:00,,United Kingdom,39,53.14,,,,,
565931,1/31/2021 15:57:00,17389,United Kingdom,30,213,,,,,
565932,8/15/2021 12:07:00,14527,United Kingdom,24,106.34,,,,,
565933,1/20/2021 15:22:00,15498,United Kingdom,1126,1761.18,,,,,
565934,11/10/2021 15:03,13690,United Kingdom,67,172.25,,,,,
565935,10/17/2021 13:46:00,14911,Ireland,572,1761.24,,,,,
565936,8/22/2021 11:03:00,14282,United Kingdom,86,102.24,,,,,
565937,6/14/2021 13:15:00,13408,United Kingdom,198,451.26,,,,,
565938,9/22/2021 15:59:00,14527,United Kingdom,-1,-18.62,,,,,
565967,5/23/2021 14:59:00,12989,United Kingdom,280,457.68,,,,,
565971,8/16/2021 15:59:00,14175,United Kingdom,-5,-18.5,,,,,
565975,5/10/2021 14:53,13709,United Kingdom,291,596.22,,,,,
565990,8/4/2021 12:09,13846,United Kingdom,-5,-17.45,,,,,
565993,10/2/2021 17:19,14555,United Kingdom,98,197.94,,,,,
565994,2/21/2021 8:33:00,,Ireland,422,910.78,,,,,
565995,5/10/2021 12:56,13854,United Kingdom,52,316.76,,,,,
566005,11/30/2021 15:12:00,13212,United Kingdom,-1,-7.5,,,,,
566006,9/12/2020 16:35,,United Kingdom,32,294.01,,,,,
566008,11/24/2021 16:46:00,18188,United Kingdom,268,392.76,,,,,
566010,3/31/2021 19:42:00,17212,United Kingdom,147,226.85,,,,,
566013,11/10/2021 14:51,16171,United Kingdom,24,73.2,,,,,
566014,6/14/2021 12:01:00,14527,United Kingdom,-2,-17,,,,,
566015,4/28/2021 11:31:00,15223,United Kingdom,98,454.9,,,,,
566016,7/9/2021 10:23,14911,Ireland,417,809.07,,,,,
566017,10/14/2021 12:02:00,,United Kingdom,-258,-313.86,,,,,
566018,10/10/2021 16:03,16791,United Kingdom,177,434.55,,,,,
566019,2/18/2021 10:03:00,16713,United Kingdom,146,398.22,,,,,
566020,1/7/2021 12:58,12748,United Kingdom,121,100.33,,,,,
566021,5/12/2021 9:15,15156,United Kingdom,238,391.46,,,,,
566022,7/22/2021 16:52:00,15187,United Kingdom,-12,-30.6,,,,,
566023,2/6/2021 14:30,13437,United Kingdom,398,1440.9,,,,,
566024,4/19/2021 15:20:00,18173,United Kingdom,156,423.36,,,,,
566025,7/10/2021 14:43,15208,United Kingdom,64,172.3,,,,,
566026,3/2/2021 18:45,16353,United Kingdom,24,118.8,,,,,
566027,10/18/2021 15:52:00,16463,United Kingdom,228,308.74,,,,,
566028,8/18/2021 16:32:00,17720,United Kingdom,216,355.22,,,,,
566033,6/11/2021 9:34,17133,United Kingdom,216,399.6,,,,,
